,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
1529,5589_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42871834,-113.43452,CHARLESWORTH,10,1,5589_1,neighbourhood,0.93,D,0.7342105263,TRUE
571,559_0_B1,B1,,3,3.0d 14:45:00,3.0d 06:00:00,,53.47916891,-113.5760812,Ramsey Heights,1,1,559_0,neighbourhood,0.65,D,0.5131578947,FALSE
1591,559_1_B1,B1,,13,13.0d 14:45:00,13.0d 06:00:00,,53.47916891,-113.5760812,Ramsey Heights,1,1,559_1,neighbourhood,0.65,D,0.5131578947,FALSE
2438,562_0_B1,B1,47,,11d 14:45:00,10d 06:00:00,,53.48327856,-113.5736806,Ramsey Heights,1,1,562_0,neighbourhood,0.3293333333,D,0.26,FALSE
2438,562_1_B1,B1,47,,20d 14:45:00,19d 06:00:00,,53.48327856,-113.5736806,Ramsey Heights,1,1,562_0,neighbourhood,0.3293333333,D,0.26,FALSE
2439,563_0_B1,B1,33,,11d 14:45:00,10d 06:00:00,,53.48233389,-113.5777663,Ramsey Heights,1,1,563_0,neighbourhood,1.1136666667,D,0.8792105263,FALSE
2439,563_1_B1,B1,33,,20d 14:45:00,19d 06:00:00,,53.48233389,-113.5777663,Ramsey Heights,1,1,563_0,neighbourhood,1.1136666667,D,0.8792105263,FALSE
510,5647_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.417604002,-113.439359851,WALKER,10,1,5647_0,neighbourhood,0.83,D,0.6552631579,FALSE
1530,5647_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.417604002,-113.439359851,WALKER,10,1,5647_1,neighbourhood,0.83,D,0.6552631579,TRUE
2440,565_0_B1,B1,70,,11d 14:45:00,10d 06:00:00,,53.42651738,-113.5202784,MacEwan,1,1,565_0,neighbourhood,0.6456666667,D,0.5097368421,FALSE
2440,565_1_B1,B1,70,,20d 14:45:00,19d 06:00:00,,53.42651738,-113.5202784,MacEwan,1,1,565_0,neighbourhood,0.6456666667,D,0.5097368421,FALSE
33,568.0_0_B1,B1,,10,10d 14:45:00,10d 06:00:00,,53.51698107,-113.4182013,GAINER INDUSTRIAL,1,1,568.0_0,neighbourhood,0.2333333333,D,0.1842105263,FALSE
1053,568.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.51698107,-113.4182013,GAINER INDUSTRIAL,1,1,568.0_1,neighbourhood,0.2333333333,D,0.1842105263,FALSE
511,5685_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42045947,-113.4406084,WALKER,10,1,5685_0,neighbourhood,0.3733333333,D,0.2947368421,FALSE
1531,5685_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42045947,-113.4406084,WALKER,10,1,5685_1,neighbourhood,0.3733333333,D,0.2947368421,TRUE
512,5705_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42043288,-113.4345884,WALKER,10,1,5705_0,neighbourhood,0.1966666667,D,0.1552631579,FALSE
1532,5705_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42043288,-113.4345884,WALKER,10,1,5705_1,neighbourhood,0.1966666667,D,0.1552631579,TRUE
572,571_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45870501,-113.6051601,Haddow,10,1,571_0,neighbourhood,0.44,D,0.3473684211,FALSE
1592,571_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45870501,-113.6051601,Haddow,10,1,571_1,neighbourhood,0.44,D,0.3473684211,TRUE
513,5725_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45410051,-113.3852782,SILVER BERRY,10,1,5725_0,roadway,2.0166666667,D,1.5921052632,FALSE
1533,5725_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45410051,-113.3852782,SILVER BERRY,10,1,5725_1,roadway,2.0166666667,D,1.5921052632,TRUE
937,5786_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42422611,-113.6164378,Windermere South,10,1,5786_0,neighbourhood,1.5333333333,D,1.2105263158,FALSE
1957,5786_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42422611,-113.6164378,Windermere South,10,1,5786_1,neighbourhood,1.5333333333,D,1.2105263158,TRUE
34,579.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46729849,-113.4503892,LEE RIDGE,10,1,579.0_0,roadway,1.2133333333,D,0.9578947368,FALSE
1054,579.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46729849,-113.4503892,LEE RIDGE,10,1,579.0_1,roadway,1.2133333333,D,0.9578947368,TRUE
938,5806_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42870564,-113.6165644,Windermere South,10,1,5806_0,neighbourhood,0.4666666667,D,0.3684210526,FALSE
1958,5806_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42870564,-113.6165644,Windermere South,10,1,5806_1,neighbourhood,0.4666666667,D,0.3684210526,TRUE
514,5808_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48844942,-113.4001467,PYLYPOW INDUSTRIAL,10,1,5808_0,roadway,0.3766666667,D,0.2973684211,FALSE
1534,5808_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48844942,-113.4001467,PYLYPOW INDUSTRIAL,10,1,5808_1,roadway,0.3766666667,D,0.2973684211,TRUE
515,5825_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.417601804,-113.45842712,SUMMERSIDE,10,1,5825_0,neighbourhood,0.2566666667,D,0.2026315789,FALSE
1535,5825_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.417601804,-113.45842712,SUMMERSIDE,10,1,5825_1,neighbourhood,0.2566666667,D,0.2026315789,TRUE
516,5845_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.417599851,-113.442478953,WALKER,10,1,5845_0,roadway,0.8233333333,D,0.65,FALSE
1536,5845_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.417599851,-113.442478953,WALKER,10,1,5845_1,roadway,0.8233333333,D,0.65,TRUE
35,590.0_0_B1,B1,,10,10d 14:45:00,10d 06:00:00,,53.55320893,-113.4135622,GOLD BAR,1,1,590.0_0,neighbourhood,0.9,D,0.7105263158,FALSE
1055,590.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.55320893,-113.4135622,GOLD BAR,1,1,590.0_1,neighbourhood,0.9,D,0.7105263158,FALSE
36,596.0_0_B1,B1,,8,9d 14:45:00,0d 06:00:00,,53.49914123,-113.4180896,PYLYPOW INDUSTRIAL,1,1,596.0_0,roadway,6,D,4.7368421053,FALSE
1056,596.0_1_B1,B1,,14,20d 14:45:00,10d 06:00:00,,53.49914123,-113.4180896,PYLYPOW INDUSTRIAL,1,1,596.0_1,roadway,6,D,4.7368421053,FALSE
37,597.0_0_B1,B1,,8,9d 14:45:00,0d 06:00:00,,53.48042908,-113.4525123,TWEDDLE PLACE,1,1,597.0_0,roadway,1.4066666667,D,1.1105263158,FALSE
1057,597.0_1_B1,B1,,15,20d 14:45:00,10d 06:00:00,,53.48042908,-113.4525123,TWEDDLE PLACE,1,1,597.0_1,roadway,1.4066666667,D,1.1105263158,FALSE
38,598.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42752392,-113.4687742,ELLERSLIE,10,1,598.0_0,neighbourhood,1.5,D,1.1842105263,FALSE
1058,598.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42752392,-113.4687742,ELLERSLIE,10,1,598.0_1,neighbourhood,1.5,D,1.1842105263,TRUE
2419,6_0_B1,B1,67,,11d 14:45:00,10d 06:00:00,,53.432195928,-113.616020206,Windermere South,1,1,6_0,neighbourhood,0.5026666667,D,0.3968421053,FALSE
2419,6_1_B1,B1,67,,20d 14:45:00,19d 06:00:00,,53.432195928,-113.616020206,Windermere South,1,1,6_0,neighbourhood,0.5026666667,D,0.3968421053,FALSE
573,602_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47392437,-113.5128042,Duggan,10,1,602_0,neighbourhood,0.2433333333,D,0.1921052632,FALSE
1593,602_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47392437,-113.5128042,Duggan,10,1,602_1,neighbourhood,0.2433333333,D,0.1921052632,TRUE
939,6026_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45361451,-113.595946,Haddow,10,1,6026_0,neighbourhood,1.91,D,1.5078947368,FALSE
1959,6026_1_B1,B1,,13,20d 14:45:00,10d 06:00:00,,53.45361451,-113.595946,Haddow,1,1,6026_1,neighbourhood,1.91,D,1.5078947368,FALSE
574,603_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47212387,-113.5044639,Rideau Park,10,1,603_0,neighbourhood,0.57,D,0.45,FALSE
1594,603_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47212387,-113.5044639,Rideau Park,10,1,603_1,neighbourhood,0.57,D,0.45,TRUE
2441,604_0_B1,B1,55,,11d 14:45:00,10d 06:00:00,,53.4712202,-113.5001519,Duggan,1,1,604_0,neighbourhood,0.7756666667,D,0.6123684211,FALSE
2441,604_1_B1,B1,55,,20d 14:45:00,19d 06:00:00,,53.4712202,-113.5001519,Duggan,1,1,604_0,neighbourhood,0.7756666667,D,0.6123684211,FALSE
940,6046_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4361412,-113.5620046,MacTaggert,10,1,6046_0,neighbourhood,0.59,D,0.4657894737,FALSE
1960,6046_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4361412,-113.5620046,MacTaggert,10,1,6046_1,neighbourhood,0.59,D,0.4657894737,TRUE
2442,605_0_B1,B1,38,,11d 14:45:00,10d 06:00:00,,53.47097272,-113.5127803,Duggan,1,1,605_0,neighbourhood,0.8146666667,D,0.6431578947,FALSE
2442,605_1_B1,B1,38,,20d 14:45:00,19d 06:00:00,,53.47097272,-113.5127803,Duggan,1,1,605_0,neighbourhood,0.8146666667,D,0.6431578947,FALSE
575,607_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4522277,-113.580485,Terwilleger TOWNE,10,1,607_0,neighbourhood,0.3833333333,D,0.3026315789,FALSE
1595,607_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4522277,-113.580485,Terwilleger TOWNE,10,1,607_1,neighbourhood,0.3833333333,D,0.3026315789,TRUE
2404,609.0_0_B1,B1,13,,11d 14:45:00,10d 06:00:00,,53.42520833,-113.4553127,ELLERSLIE,1,1,609.0_0,neighbourhood,0.5546666667,D,0.4378947368,FALSE
2404,609.0_1_B1,B1,13,,20d 14:45:00,19d 06:00:00,,53.42520833,-113.4553127,ELLERSLIE,1,1,609.0_0,neighbourhood,0.5546666667,D,0.4378947368,FALSE
941,6106_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42672773,-113.5862486,Ambleside,10,1,6106_0,neighbourhood,4.1,D,3.2368421053,FALSE
1961,6106_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42672773,-113.5862486,Ambleside,10,1,6106_1,neighbourhood,4.1,D,3.2368421053,TRUE
39,614.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46648414,-113.4425609,LEE RIDGE,10,1,614.0_0,neighbourhood,0.2366666667,D,0.1868421053,FALSE
1059,614.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46648414,-113.4425609,LEE RIDGE,10,1,614.0_1,neighbourhood,0.2366666667,D,0.1868421053,TRUE
517,6146_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40833264,-113.4741544,THE ORCHARDS AT ELLERSLIE,10,1,6146_0,neighbourhood,1.8966666667,D,1.4973684211,FALSE
1537,6146_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40833264,-113.4741544,THE ORCHARDS AT ELLERSLIE,10,1,6146_1,neighbourhood,1.8966666667,D,1.4973684211,TRUE
40,615.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47314712,-113.447766,LEE RIDGE,10,1,615.0_0,neighbourhood,0.3633333333,D,0.2868421053,FALSE
1060,615.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47314712,-113.447766,LEE RIDGE,10,1,615.0_1,neighbourhood,0.3633333333,D,0.2868421053,TRUE
942,6166_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42754302,-113.571128,Ambleside,10,1,6166_0,neighbourhood,1.04,D,0.8210526316,FALSE
1962,6166_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42754302,-113.571128,Ambleside,10,1,6166_1,neighbourhood,1.04,D,0.8210526316,TRUE
943,6167_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42621144,-113.5736491,Ambleside,10,1,6167_0,neighbourhood,0.2033333333,D,0.1605263158,FALSE
1963,6167_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42621144,-113.5736491,Ambleside,10,1,6167_1,neighbourhood,0.2033333333,D,0.1605263158,TRUE
41,623.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45082585,-113.4393637,EKOTA,10,1,623.0_0,neighbourhood,0.7933333333,D,0.6263157895,FALSE
1061,623.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45082585,-113.4393637,EKOTA,10,1,623.0_1,neighbourhood,0.7933333333,D,0.6263157895,TRUE
2405,624.0_0_B1,B1,10,,11d 14:45:00,10d 06:00:00,,53.44871371,-113.4392548,EKOTA,1,1,624.0_0,neighbourhood,0.728,D,0.5747368421,FALSE
2405,624.0_1_B1,B1,10,,20d 14:45:00,19d 06:00:00,,53.44871371,-113.4392548,EKOTA,1,1,624.0_0,neighbourhood,0.728,D,0.5747368421,FALSE
576,625_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4483092,-113.5686991,Terwilleger TOWNE,10,1,625_0,neighbourhood,0.1733333333,D,0.1368421053,FALSE
1596,625_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4483092,-113.5686991,Terwilleger TOWNE,10,1,625_1,neighbourhood,0.1733333333,D,0.1368421053,TRUE
518,6250_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41169516,-113.4724155,SUMMERSIDE,10,1,6250_0,neighbourhood,0.6033333333,D,0.4763157895,FALSE
1538,6250_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41169516,-113.4724155,SUMMERSIDE,10,1,6250_1,neighbourhood,0.6033333333,D,0.4763157895,TRUE
2406,626.0_0_B1,B1,18,,11d 14:45:00,10d 06:00:00,,53.4489733,-113.446011,EKOTA,1,1,626.0_0,neighbourhood,0.9793333333,D,0.7731578947,FALSE
2406,626.0_1_B1,B1,18,,20d 14:45:00,19d 06:00:00,,53.4489733,-113.446011,EKOTA,1,1,626.0_0,neighbourhood,0.9793333333,D,0.7731578947,FALSE
519,6286_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.450518786,-113.381810411,LAUREL,10,1,6286_0,neighbourhood,2.5766666667,D,2.0342105263,FALSE
1539,6286_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.450518786,-113.381810411,LAUREL,10,1,6286_1,neighbourhood,2.5766666667,D,2.0342105263,TRUE
520,6331_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.43017149,-113.4296246,CHARLESWORTH,10,1,6331_0,neighbourhood,0.4833333333,D,0.3815789474,FALSE
1540,6331_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.43017149,-113.4296246,CHARLESWORTH,10,1,6331_1,neighbourhood,0.4833333333,D,0.3815789474,TRUE
1,64.0_0_B1,B1,,6,9d 14:45:00,0d 06:00:00,,53.53620179,-113.440336,OTTEWELL,1,1,64.0_0,neighbourhood,1.61,D,1.2710526316,FALSE
1021,64.0_1_B1,B1,,13,20d 14:45:00,10d 06:00:00,,53.53620179,-113.440336,OTTEWELL,1,1,64.0_1,neighbourhood,1.61,D,1.2710526316,FALSE
42,642.0_0_B1,B1,,0,9d 14:45:00,0d 06:00:00,,53.47865242,-113.3791748,LARKSPUR,1,1,642.0_0,neighbourhood,2.6933333333,D,2.1263157895,FALSE
1062,642.0_1_B1,B1,,13,20d 14:45:00,10d 06:00:00,,53.47865242,-113.3791748,LARKSPUR,1,1,642.0_1,neighbourhood,2.6933333333,D,2.1263157895,FALSE
43,643.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.51372686,-113.4410012,KING EDWARD PARK,10,1,643.0_0,neighbourhood,3.7333333333,D,2.9473684211,FALSE
1063,643.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.51372686,-113.4410012,KING EDWARD PARK,10,1,643.0_1,neighbourhood,3.7333333333,D,2.9473684211,TRUE
521,6430_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4437034,-113.392917,LAUREL,10,1,6430_0,neighbourhood,0.3266666667,D,0.2578947368,FALSE
1541,6430_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4437034,-113.392917,LAUREL,10,1,6430_1,neighbourhood,0.3266666667,D,0.2578947368,TRUE
577,649_0_B1,B1,,9,9d 14:45:00,0d 06:00:00,,53.48532079,-113.5176727,Empire Park,1,1,649_0,neighbourhood,5.3333333333,D,4.2105263158,FALSE
1597,649_1_B1,B1,,17,20d 14:45:00,10d 06:00:00,,53.48532079,-113.5176727,Empire Park,1,1,649_1,neighbourhood,5.3333333333,D,4.2105263158,FALSE
944,6510_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42626992,-113.5756205,Ambleside,10,1,6510_0,neighbourhood,1.8766666667,D,1.4815789474,FALSE
1964,6510_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42626992,-113.5756205,Ambleside,10,1,6510_1,neighbourhood,1.8766666667,D,1.4815789474,TRUE
578,653_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4785773,-113.5604946,Bulyea Heights,10,1,653_0,neighbourhood,0.7666666667,D,0.6052631579,FALSE
1598,653_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4785773,-113.5604946,Bulyea Heights,10,1,653_1,neighbourhood,0.7666666667,D,0.6052631579,TRUE
945,6576_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40405701,-113.5209897,Allard,10,1,6576_0,neighbourhood,0.1833333333,D,0.1447368421,FALSE
1965,6576_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40405701,-113.5209897,Allard,10,1,6576_1,neighbourhood,0.1833333333,D,0.1447368421,TRUE
946,6578_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40481027,-113.5151434,Callaghan,10,1,6578_0,neighbourhood,1.04,D,0.8210526316,FALSE
1966,6578_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40481027,-113.5151434,Callaghan,10,1,6578_1,neighbourhood,1.04,D,0.8210526316,TRUE
522,6594_0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42882102,-113.4111716,CHARLESWORTH,1,1,6594_0,neighbourhood,7.0506336117,D,5.5662896934,FALSE
1542,6594_0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42882102,-113.4111716,CHARLESWORTH,1,1,6594_1,neighbourhood,7.0506336117,D,5.5662896934,FALSE
523,6594_1_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.42882102,-113.4111716,CHARLESWORTH,1,1,6594_0,neighbourhood,7.0506336117,D,5.5662896934,FALSE
1543,6594_1_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.42882102,-113.4111716,CHARLESWORTH,1,1,6594_1,neighbourhood,7.0506336117,D,5.5662896934,FALSE
579,665_0_B1,B1,,9,9d 14:45:00,0d 06:00:00,,53.444490589,-113.492194656,South Edmonton Common,1,1,665_0,roadway,0.5066666667,D,0.4,FALSE
1599,665_1_B1,B1,,16,20d 14:45:00,10d 06:00:00,,53.444490589,-113.492194656,South Edmonton Common,1,1,665_1,roadway,0.5066666667,D,0.4,FALSE
947,6659_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.40811424,-113.5260066,Callaghan,10,1,6659_0,neighbourhood,1.0666666667,D,0.8421052632,FALSE
1967,6659_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.40811424,-113.5260066,Callaghan,10,1,6659_1,neighbourhood,1.0666666667,D,0.8421052632,TRUE
44,666.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.424798362,-113.419698009,WALKER,10,1,666.0_0,roadway,1.01,D,0.7973684211,FALSE
1064,666.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.424798362,-113.419698009,WALKER,10,1,666.0_1,roadway,1.01,D,0.7973684211,TRUE
948,6684_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44585855,-113.6114983,Windermere North,10,1,6684_0,neighbourhood,0.38,D,0.3,FALSE
1968,6684_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44585855,-113.6114983,Windermere North,10,1,6684_1,neighbourhood,0.38,D,0.3,TRUE
949,6704_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44108788,-113.6169279,Windermere North,10,1,6704_0,neighbourhood,0.4666666667,D,0.3684210526,FALSE
1969,6704_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44108788,-113.6169279,Windermere North,10,1,6704_1,neighbourhood,0.4666666667,D,0.3684210526,TRUE
2458,6722_0_B1,B1,63,,11d 14:45:00,10d 06:00:00,,53.44099759,-113.6133222,Windermere North,1,1,6722_0,neighbourhood,0.1863333333,D,0.1471052632,FALSE
2458,6722_1_B1,B1,63,,20d 14:45:00,19d 06:00:00,,53.44099759,-113.6133222,Windermere North,1,1,6722_0,neighbourhood,0.1863333333,D,0.1471052632,FALSE
580,674_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.45380976,-113.4997833,Keheewin,10,1,674_0,roadway,3.3333333333,D,2.6315789474,FALSE
1600,674_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.45380976,-113.4997833,Keheewin,10,1,674_1,roadway,3.3333333333,D,2.6315789474,TRUE
524,6827_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41464618,-113.4624041,SUMMERSIDE,10,1,6827_0,neighbourhood,4,D,3.1578947368,FALSE
1544,6827_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41464618,-113.4624041,SUMMERSIDE,10,1,6827_1,neighbourhood,4,D,3.1578947368,TRUE
2075,684_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.50213359,-113.5197294,Parkallen,10,1,684_0,neighbourhood,0.24,D,0.1894736842,
2192,684_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.50213359,-113.5197294,Parkallen,10,1,684_1,neighbourhood,0.24,D,0.1894736842,
2309,684_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.50213359,-113.5197294,Parkallen,10,1,684_2,neighbourhood,0.24,D,0.1894736842,
525,6848_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.41783449,-113.4492125,SUMMERSIDE,10,1,6848_0,neighbourhood,3.05,D,2.4078947368,FALSE
1545,6848_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.41783449,-113.4492125,SUMMERSIDE,10,1,6848_1,neighbourhood,3.05,D,2.4078947368,TRUE
2443,685_0_B1,B1,37,,11d 14:45:00,10d 06:00:00,,53.49938942,-113.5134574,Parkallen,1,1,685_0,neighbourhood,2.3313333333,D,1.8405263158,FALSE
2443,685_1_B1,B1,37,,20d 14:45:00,19d 06:00:00,,53.49938942,-113.5134574,Parkallen,1,1,685_0,neighbourhood,2.3313333333,D,1.8405263158,FALSE
950,6887_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.40387563,-113.57031,Chappelle,10,1,6887_0,neighbourhood,0.6866666667,D,0.5421052632,FALSE
1970,6887_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.40387563,-113.57031,Chappelle,10,1,6887_1,neighbourhood,0.6866666667,D,0.5421052632,TRUE
951,6888_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.39932732,-113.5724248,Chappelle Gardens,10,1,6888_0,neighbourhood,0.1666666667,D,0.1315789474,FALSE
1971,6888_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.39932732,-113.5724248,Chappelle Gardens,10,1,6888_1,neighbourhood,0.1666666667,D,0.1315789474,TRUE
2392,69.0_0_B1,B1,21,,11d 14:45:00,10d 06:00:00,,53.51814912,-113.4199973,,1,1,69.0_0,neighbourhood,2.2290666667,D,1.7597894737,FALSE
2392,69.0_1_B1,B1,21,,20d 14:45:00,19d 06:00:00,,53.51814912,-113.4199973,,1,1,69.0_0,neighbourhood,2.2290666667,D,1.7597894737,FALSE
581,690_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52927571,-113.5347376,Windsor Park,10,1,690_0,neighbourhood,0.86,D,0.6789473684,FALSE
1601,690_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52927571,-113.5347376,Windsor Park,10,1,690_1,neighbourhood,0.86,D,0.6789473684,TRUE
582,691_0_B1,B1,,6,9d 14:45:00,0d 06:00:00,,53.52514221,-113.5359495,Windsor Park,1,1,691_0,neighbourhood,1.0333333333,D,0.8157894737,FALSE
1602,691_1_B1,B1,,10,20d 14:45:00,10d 06:00:00,,53.52514221,-113.5359495,Windsor Park,1,1,691_1,neighbourhood,1.0333333333,D,0.8157894737,FALSE
45,693.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48356597,-113.4516076,MICHAELS PARK,10,1,693.0_0,neighbourhood,0.23,D,0.1815789474,FALSE
1065,693.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48356597,-113.4516076,MICHAELS PARK,10,1,693.0_1,neighbourhood,0.23,D,0.1815789474,TRUE
46,694.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.5228885,-113.4517041,IDYLWYLDE,10,1,694.0_0,neighbourhood,1.43,D,1.1289473684,FALSE
1066,694.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.5228885,-113.4517041,IDYLWYLDE,10,1,694.0_1,neighbourhood,1.43,D,1.1289473684,TRUE
952,6967_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.44970489,-113.5519276,Magrath Heights,10,1,6967_0,neighbourhood,0.1766666667,D,0.1394736842,FALSE
1972,6967_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.44970489,-113.5519276,Magrath Heights,10,1,6967_1,neighbourhood,0.1766666667,D,0.1394736842,TRUE
583,699_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.46551089,-113.5367304,Sweet Grass,10,1,699_0,neighbourhood,1.3366666667,D,1.0552631579,FALSE
1603,699_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.46551089,-113.5367304,Sweet Grass,10,1,699_1,neighbourhood,1.3366666667,D,1.0552631579,TRUE
953,7047_0_B1,B1,,1,1.0d 14:45:00,1.0d 06:00:00,,53.43026811,-113.6181138,Windermere,1,1,7047_0,neighbourhood,1.0466666667,D,0.8263157895,FALSE
1973,7047_1_B1,B1,,12,12.0d 14:45:00,12.0d 06:00:00,,53.43026811,-113.6181138,Windermere,1,1,7047_1,neighbourhood,1.0466666667,D,0.8263157895,FALSE
954,7048_0_B1,B1,,0,0.0d 14:45:00,0.0d 06:00:00,,53.44557411,-113.5760306,Terwilleger TOWNE,1,1,7048_0,neighbourhood,0.51,D,0.4026315789,FALSE
1974,7048_1_B1,B1,,11,11.0d 14:45:00,11.0d 06:00:00,,53.44557411,-113.5760306,Terwilleger TOWNE,1,1,7048_1,neighbourhood,0.51,D,0.4026315789,FALSE
