,Id,Level,cluster,day,end-time,start-time,job-id,latitude,longitude,name,priority,quantity,raw-id,required-skills,Service-duration-1,type,service-duration,
2161,1193.0_1_A2,A2,,13,13d 14:45:00,12d 06:00:00,,53.49922599,-113.4525547,DAVIES INDUSTRIAL WEST,1,1,1193.0_1,neighbourhood,5.7133333333,D,4.5105263158,
2278,1193.0_2_A2,A2,,20,20d 14:45:00,19d 06:00:00,,53.49922599,-113.4525547,DAVIES INDUSTRIAL WEST,1,1,1193.0_2,neighbourhood,5.7133333333,D,4.5105263158,
84,1201.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.44102796,-113.4436001,MENISA,10,1,1201.0_0,neighbourhood,2.1033333333,D,1.6605263158,
1104,1201.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.44102796,-113.4436001,MENISA,10,1,1201.0_1,neighbourhood,2.1033333333,D,1.6605263158,
85,1202.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.43910077,-113.4446028,MENISA,10,1,1202.0_0,neighbourhood,0.2066666667,D,0.1631578947,
1105,1202.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.43910077,-113.4446028,MENISA,10,1,1202.0_1,neighbourhood,0.2066666667,D,0.1631578947,
2079,1204_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.4841667,-113.563694,Brookside,10,1,1204_0,neighbourhood,0.2333333333,D,0.1842105263,
2196,1204_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.4841667,-113.563694,Brookside,10,1,1204_1,neighbourhood,0.2333333333,D,0.1842105263,
2313,1204_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.4841667,-113.563694,Brookside,10,1,1204_2,neighbourhood,0.2333333333,D,0.1842105263,
2430,121_0_B1,B1,54,,11d 14:45:00,10d 06:00:00,,53.47144703,-113.5909244,Rhatigan Ridge,1,1,121_0,neighbourhood,1.287,D,1.0160526316,
2430,121_1_B1,B1,54,,20d 14:45:00,19d 06:00:00,,53.47144703,-113.5909244,Rhatigan Ridge,1,1,121_0,neighbourhood,1.287,D,1.0160526316,
617,1211_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49742958,-113.5742093,Brander Gardens,10,1,1211_0,neighbourhood,0.4966666667,D,0.3921052632,
1637,1211_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49742958,-113.5742093,Brander Gardens,10,1,1211_1,neighbourhood,0.4966666667,D,0.3921052632,
618,1220_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47991266,-113.5129958,Rideau Park,10,1,1220_0,neighbourhood,0.5133333333,D,0.4052631579,
1638,1220_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47991266,-113.5129958,Rideau Park,10,1,1220_1,neighbourhood,0.5133333333,D,0.4052631579,
619,1223_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48514063,-113.5210698,Malmo Plains,10,1,1223_0,neighbourhood,1.3333333333,D,1.0526315789,
1639,1223_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48514063,-113.5210698,Malmo Plains,10,1,1223_1,neighbourhood,1.3333333333,D,1.0526315789,
620,1224_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48622188,-113.5223581,Malmo Plains,10,1,1224_0,neighbourhood,0.37,D,0.2921052632,
1640,1224_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48622188,-113.5223581,Malmo Plains,10,1,1224_1,neighbourhood,0.37,D,0.2921052632,
621,1225_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.50045846,-113.5012432,Allendale,10,1,1225_0,neighbourhood,0.25,D,0.1973684211,
1641,1225_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.50045846,-113.5012432,Allendale,10,1,1225_1,neighbourhood,0.25,D,0.1973684211,
86,1228.0_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.52571401,-113.4889881,STRATHCONA,10,1,1228.0_0,neighbourhood,0.9833333333,D,0.7763157895,
1106,1228.0_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.52571401,-113.4889881,STRATHCONA,10,1,1228.0_1,neighbourhood,0.9833333333,D,0.7763157895,
622,1245_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.47616867,-113.5963977,Rhatigan Ridge,10,1,1245_0,neighbourhood,0.1833333333,D,0.1447368421,
1642,1245_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.47616867,-113.5963977,Rhatigan Ridge,10,1,1245_1,neighbourhood,0.1833333333,D,0.1447368421,
623,1249_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4714405,-113.4970968,Duggan,10,1,1249_0,neighbourhood,0.18,D,0.1421052632,
1643,1249_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4714405,-113.4970968,Duggan,10,1,1249_1,neighbourhood,0.18,D,0.1421052632,
87,1253.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.49184378,-113.4600009,DAVIES INDUSTRIAL WEST,10,1,1253.0_0,neighbourhood,0.6266666667,D,0.4947368421,
1107,1253.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.49184378,-113.4600009,DAVIES INDUSTRIAL WEST,10,1,1253.0_1,neighbourhood,0.6266666667,D,0.4947368421,
624,1255_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.46692412,-113.4987791,Steinhauer,10,1,1255_0,neighbourhood,0.1933333333,D,0.1526315789,
1644,1255_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.46692412,-113.4987791,Steinhauer,10,1,1255_1,neighbourhood,0.1933333333,D,0.1526315789,TRUE
625,1257_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.42449233,-113.5303023,Rutherford,10,1,1257_0,neighbourhood,0.1933333333,D,0.1526315789,FALSE
1645,1257_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.42449233,-113.5303023,Rutherford,10,1,1257_1,neighbourhood,0.1933333333,D,0.1526315789,TRUE
626,1262_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.46828313,-113.5272171,Greenfield,10,1,1262_0,neighbourhood,2.1466666667,D,1.6947368421,FALSE
1646,1262_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.46828313,-113.5272171,Greenfield,10,1,1262_1,neighbourhood,2.1466666667,D,1.6947368421,TRUE
5,128.0_0_B1,B1,,1,1.0d 14:45:00,1.0d 06:00:00,,53.4660411,-113.4728329,STRATHCONA INDUSTRIAL PARK,1,1,128.0_0,roadway,1.4033333333,D,1.1078947368,FALSE
1025,128.0_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.4660411,-113.4728329,STRATHCONA INDUSTRIAL PARK,1,1,128.0_1,roadway,1.4033333333,D,1.1078947368,FALSE
627,1289_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.45539654,-113.5256592,Blue Quill,10,1,1289_0,neighbourhood,0.2866666667,D,0.2263157895,FALSE
1647,1289_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.45539654,-113.5256592,Blue Quill,10,1,1289_1,neighbourhood,0.2866666667,D,0.2263157895,TRUE
628,1293_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.51531289,-113.5329677,Belgravia,10,1,1293_0,neighbourhood,0.3333333333,D,0.2631578947,FALSE
1648,1293_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.51531289,-113.5329677,Belgravia,10,1,1293_1,neighbourhood,0.3333333333,D,0.2631578947,TRUE
2080,1294_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.50990058,-113.5198006,McKernan,10,1,1294_0,neighbourhood,0.35,D,0.2763157895,
2197,1294_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.50990058,-113.5198006,McKernan,10,1,1294_1,neighbourhood,0.35,D,0.2763157895,
2314,1294_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.50990058,-113.5198006,McKernan,10,1,1294_2,neighbourhood,0.35,D,0.2763157895,
2420,13_0_B1,B1,34,,11d 14:45:00,10d 06:00:00,,53.45277859,-113.5773108,Terwilleger TOWNE,1,1,13_0,neighbourhood,0.9446666667,D,0.7457894737,FALSE
2420,13_1_B1,B1,34,,20d 14:45:00,19d 06:00:00,,53.45277859,-113.5773108,Terwilleger TOWNE,1,1,13_0,neighbourhood,0.9446666667,D,0.7457894737,FALSE
88,1308.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.47247757,-113.4411285,LEE RIDGE,10,1,1308.0_0,neighbourhood,1.0633333333,D,0.8394736842,FALSE
1108,1308.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.47247757,-113.4411285,LEE RIDGE,10,1,1308.0_1,neighbourhood,1.0633333333,D,0.8394736842,FALSE
629,1309_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.42339942,-113.537686,Rutherford,10,1,1309_0,neighbourhood,0.5433333333,D,0.4289473684,FALSE
1649,1309_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.42339942,-113.537686,Rutherford,10,1,1309_1,neighbourhood,0.5433333333,D,0.4289473684,TRUE
89,1312.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.45190384,-113.4304811,MEYOKUMIN,10,1,1312.0_0,neighbourhood,1.1133333333,D,0.8789473684,FALSE
1109,1312.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.45190384,-113.4304811,MEYOKUMIN,10,1,1312.0_1,neighbourhood,1.1133333333,D,0.8789473684,FALSE
90,1313.0_0_B1,B1,,10,10d 14:45:00,10d 06:00:00,,53.47213596,-113.3919408,LARKSPUR,1,1,1313.0_0,neighbourhood,1.2133333333,D,0.9578947368,FALSE
1110,1313.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.47213596,-113.3919408,LARKSPUR,1,1,1313.0_1,neighbourhood,1.2133333333,D,0.9578947368,FALSE
91,1316.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.53171493,-113.4217322,OTTEWELL,10,1,1316.0_0,neighbourhood,0.89,D,0.7026315789,FALSE
1111,1316.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.53171493,-113.4217322,OTTEWELL,10,1,1316.0_1,neighbourhood,0.89,D,0.7026315789,FALSE
6,132.0_0_B1,B1,,6,6.0d 14:45:00,6.0d 06:00:00,,53.51875284,-113.4242616,KENILWORTH,1,1,132.0_0,neighbourhood,2.6333333333,D,2.0789473684,FALSE
1026,132.0_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.51875284,-113.4242616,KENILWORTH,1,1,132.0_1,neighbourhood,2.6333333333,D,2.0789473684,FALSE
2431,134_0_B1,B1,52,,11d 14:45:00,10d 06:00:00,,53.46366625,-113.5450078,Westbrook Estate,1,1,134_0,neighbourhood,0.9446666667,D,0.7457894737,FALSE
2431,134_1_B1,B1,52,,20d 14:45:00,19d 06:00:00,,53.46366625,-113.5450078,Westbrook Estate,1,1,134_0,neighbourhood,0.9446666667,D,0.7457894737,FALSE
630,1343_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.45349025,-113.5735486,Terwilleger TOWNE,10,1,1343_0,neighbourhood,0.1766666667,D,0.1394736842,FALSE
1650,1343_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.45349025,-113.5735486,Terwilleger TOWNE,10,1,1343_1,neighbourhood,0.1766666667,D,0.1394736842,TRUE
2448,1349_0_B1,B1,40,,11d 14:45:00,10d 06:00:00,,53.45444878,-113.5178155,Blue Quill,1,1,1349_0,neighbourhood,0.806,D,0.6363157895,FALSE
2448,1349_1_B1,B1,40,,20d 14:45:00,19d 06:00:00,,53.45444878,-113.5178155,Blue Quill,1,1,1349_0,neighbourhood,0.806,D,0.6363157895,FALSE
554,135_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.46258265,-113.5420315,Westbrook Estate,10,1,135_0,neighbourhood,0.27,D,0.2131578947,FALSE
1574,135_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.46258265,-113.5420315,Westbrook Estate,10,1,135_1,neighbourhood,0.27,D,0.2131578947,TRUE
631,1352_0_B1,B1,,7,7.0d 14:45:00,7.0d 06:00:00,,53.43211931,-113.5213959,MacEwan,1,1,1352_0,neighbourhood,0.6666666667,D,0.5263157895,FALSE
1651,1352_1_B1,B1,,17,17.0d 14:45:00,17.0d 06:00:00,,53.43211931,-113.5213959,MacEwan,1,1,1352_1,neighbourhood,0.6666666667,D,0.5263157895,FALSE
2432,136_0_B1,B1,56,,11d 14:45:00,10d 06:00:00,,53.45468813,-113.5575464,Hodgson,1,1,136_0,neighbourhood,0.5806666667,D,0.4584210526,FALSE
2432,136_1_B1,B1,56,,20d 14:45:00,19d 06:00:00,,53.45468813,-113.5575464,Hodgson,1,1,136_0,neighbourhood,0.5806666667,D,0.4584210526,FALSE
92,1361.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.48157221,-113.3908289,LARKSPUR,10,1,1361.0_0,neighbourhood,3.6133333333,D,2.8526315789,FALSE
1112,1361.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.48157221,-113.3908289,LARKSPUR,10,1,1361.0_1,neighbourhood,3.6133333333,D,2.8526315789,TRUE
2081,1366_0_A2,A2,,3,3.0d 14:45:00,3.0d 06:00:00,,53.51515315,-113.5301038,McKernan,1,1,1366_0,neighbourhood,1.23,D,0.9710526316,
2198,1366_1_A2,A2,,11,11.0d 14:45:00,11.0d 06:00:00,,53.51515315,-113.5301038,McKernan,1,1,1366_1,neighbourhood,1.23,D,0.9710526316,
2315,1366_2_A2,A2,,18,18.0d 14:45:00,18.0d 06:00:00,,53.51515315,-113.5301038,McKernan,1,1,1366_2,neighbourhood,1.23,D,0.9710526316,
632,1367_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.50800915,-113.5381954,Belgravia,10,1,1367_0,neighbourhood,0.1733333333,D,0.1368421053,FALSE
1652,1367_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.50800915,-113.5381954,Belgravia,10,1,1367_1,neighbourhood,0.1733333333,D,0.1368421053,TRUE
633,1369_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.4975966,-113.5025779,Pleasantview,10,1,1369_0,neighbourhood,0.6833333333,D,0.5394736842,FALSE
1653,1369_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.4975966,-113.5025779,Pleasantview,10,1,1369_1,neighbourhood,0.6833333333,D,0.5394736842,FALSE
2433,137_0_B1,B1,29,,11d 14:45:00,10d 06:00:00,,53.45632971,-113.5610487,Hodgson,1,1,137_0,neighbourhood,0.4853333333,D,0.3831578947,FALSE
2433,137_1_B1,B1,29,,20d 14:45:00,19d 06:00:00,,53.45632971,-113.5610487,Hodgson,1,1,137_0,neighbourhood,0.4853333333,D,0.3831578947,FALSE
634,1370_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.48841224,-113.5109577,Pleasantview,10,1,1370_0,neighbourhood,0.5566666667,D,0.4394736842,FALSE
1654,1370_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.48841224,-113.5109577,Pleasantview,10,1,1370_1,neighbourhood,0.5566666667,D,0.4394736842,FALSE
635,1371_0_B1,B1,,,9d 14:45:00,0d 06:00:00,,53.49448684,-113.5052734,Pleasantview,10,1,1371_0,neighbourhood,0.51,D,0.4026315789,FALSE
1655,1371_1_B1,B1,,,20d 14:45:00,10d 06:00:00,,53.49448684,-113.5052734,Pleasantview,10,1,1371_1,neighbourhood,0.51,D,0.4026315789,FALSE
636,1374_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49945764,-113.5424794,Grandview Heights,10,1,1374_0,neighbourhood,2.6566666667,D,2.0973684211,FALSE
1656,1374_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49945764,-113.5424794,Grandview Heights,10,1,1374_1,neighbourhood,2.6566666667,D,2.0973684211,TRUE
637,1375_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.50203247,-113.5439914,Grandview Heights,10,1,1375_0,neighbourhood,0.9666666667,D,0.7631578947,FALSE
1657,1375_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.50203247,-113.5439914,Grandview Heights,10,1,1375_1,neighbourhood,0.9666666667,D,0.7631578947,TRUE
638,1376_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.50095369,-113.5478907,Grandview Heights,10,1,1376_0,neighbourhood,1.33,D,1.05,FALSE
1658,1376_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.50095369,-113.5478907,Grandview Heights,10,1,1376_1,neighbourhood,1.33,D,1.05,TRUE
639,1377_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.4997431,-113.5518374,Grandview Heights,10,1,1377_0,neighbourhood,0.66,D,0.5210526316,FALSE
1659,1377_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4997431,-113.5518374,Grandview Heights,10,1,1377_1,neighbourhood,0.66,D,0.5210526316,TRUE
640,1378_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49871312,-113.5507144,Grandview Heights,10,1,1378_0,neighbourhood,0.2,D,0.1578947368,FALSE
1660,1378_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49871312,-113.5507144,Grandview Heights,10,1,1378_1,neighbourhood,0.2,D,0.1578947368,TRUE
2045,1380.0_0_A1,A1,,6,6.0d 14:45:00,6.0d 06:00:00,,53.50441537,-113.4562932,MILL CREEK RAVINE SOUTH,1,1,1380.0_0,neighbourhood,1.1633333333,D,0.9184210526,
2162,1380.0_1_A1,A1,,13,13.0d 14:45:00,13.0d 06:00:00,,53.50441537,-113.4562932,MILL CREEK RAVINE SOUTH,1,1,1380.0_1,neighbourhood,1.1633333333,D,0.9184210526,
2279,1380.0_2_A1,A1,,20,20.0d 14:45:00,20d 06:00:00,,53.50441537,-113.4562932,MILL CREEK RAVINE SOUTH,1,1,1380.0_2,neighbourhood,1.1633333333,D,0.9184210526,
2082,1394_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.49795571,-113.5683269,Brookside,10,1,1394_0,neighbourhood,0.1866666667,D,0.1473684211,
2199,1394_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.49795571,-113.5683269,Brookside,10,1,1394_1,neighbourhood,0.1866666667,D,0.1473684211,
2316,1394_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.49795571,-113.5683269,Brookside,10,1,1394_2,neighbourhood,0.1866666667,D,0.1473684211,
0,14.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.41533314,-113.4674006,SUMMERSIDE,10,1,14.0_0,neighbourhood,0.38,D,0.3,FALSE
1020,14.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.41533314,-113.4674006,SUMMERSIDE,10,1,14.0_1,neighbourhood,0.38,D,0.3,FALSE
641,1400_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.47068194,-113.5703818,Twin Brooks,10,1,1400_0,neighbourhood,2.8966666667,D,2.2868421053,FALSE
1661,1400_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.47068194,-113.5703818,Twin Brooks,10,1,1400_1,neighbourhood,2.8966666667,D,2.2868421053,TRUE
642,1421_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.47076357,-113.5718857,Bulyea Heights,10,1,1421_0,neighbourhood,1.04,D,0.8210526316,FALSE
1662,1421_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.47076357,-113.5718857,Bulyea Heights,10,1,1421_1,neighbourhood,1.04,D,0.8210526316,TRUE
2411,1422.0_0_B1,B1,8,,11d 14:45:00,10d 06:00:00,,53.4479728,-113.4325536,MEYOKUMIN,1,1,1422.0_0,neighbourhood,0.507,D,0.4002631579,FALSE
2411,1422.0_1_B1,B1,8,,20d 14:45:00,19d 06:00:00,,53.4479728,-113.4325536,MEYOKUMIN,1,1,1422.0_0,neighbourhood,0.507,D,0.4002631579,FALSE
643,1428_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49172111,-113.5198699,Lendrum Place,10,1,1428_0,neighbourhood,0.43,D,0.3394736842,FALSE
1663,1428_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49172111,-113.5198699,Lendrum Place,10,1,1428_1,neighbourhood,0.43,D,0.3394736842,TRUE
644,1429_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.48859595,-113.5200084,Lendrum Place,10,1,1429_0,neighbourhood,0.37,D,0.2921052632,FALSE
1664,1429_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.48859595,-113.5200084,Lendrum Place,10,1,1429_1,neighbourhood,0.37,D,0.2921052632,TRUE
645,1430_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.48859852,-113.5256909,Lendrum Place,10,1,1430_0,neighbourhood,0.3133333333,D,0.2473684211,FALSE
1665,1430_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.48859852,-113.5256909,Lendrum Place,10,1,1430_1,neighbourhood,0.3133333333,D,0.2473684211,TRUE
646,1431_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49092275,-113.5250283,Lendrum Place,10,1,1431_0,neighbourhood,1.5166666667,D,1.1973684211,FALSE
1666,1431_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49092275,-113.5250283,Lendrum Place,10,1,1431_1,neighbourhood,1.5166666667,D,1.1973684211,TRUE
647,1432_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49487381,-113.5271346,Lendrum Place,10,1,1432_0,neighbourhood,0.4033333333,D,0.3184210526,FALSE
1667,1432_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49487381,-113.5271346,Lendrum Place,10,1,1432_1,neighbourhood,0.4033333333,D,0.3184210526,TRUE
648,1433_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49257115,-113.5289358,U OF A,10,1,1433_0,neighbourhood,1.74,D,1.3736842105,FALSE
1668,1433_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49257115,-113.5289358,U OF A,10,1,1433_1,neighbourhood,1.74,D,1.3736842105,TRUE
93,1435.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.44120747,-113.4595298,SATOO,10,1,1435.0_0,neighbourhood,0.68,D,0.5368421053,FALSE
1113,1435.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.44120747,-113.4595298,SATOO,10,1,1435.0_1,neighbourhood,0.68,D,0.5368421053,TRUE
2083,1437_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.48613255,-113.5251761,Malmo Plains,10,1,1437_0,neighbourhood,1.19,D,0.9394736842,
2200,1437_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.48613255,-113.5251761,Malmo Plains,10,1,1437_1,neighbourhood,1.19,D,0.9394736842,
2317,1437_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.48613255,-113.5251761,Malmo Plains,10,1,1437_2,neighbourhood,1.19,D,0.9394736842,
649,1441_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.4769466,-113.5457202,Aspen Gardens,10,1,1441_0,neighbourhood,0.1666666667,D,0.1315789474,FALSE
1669,1441_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4769466,-113.5457202,Aspen Gardens,10,1,1441_1,neighbourhood,0.1666666667,D,0.1315789474,TRUE
2084,1442_0_A2,A2,,,6d 14:45:00,5d 06:00:00,,53.51404644,-113.510409,Queen Alexanda,10,1,1442_0,neighbourhood,1.46,D,1.1526315789,
2201,1442_1_A2,A2,,,13d 14:45:00,12d 06:00:00,,53.51404644,-113.510409,Queen Alexanda,10,1,1442_1,neighbourhood,1.46,D,1.1526315789,
2318,1442_2_A2,A2,,,20d 14:45:00,19d 06:00:00,,53.51404644,-113.510409,Queen Alexanda,10,1,1442_2,neighbourhood,1.46,D,1.1526315789,
94,1446.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.49314887,-113.4595989,DAVIES INDUSTRIAL WEST,10,1,1446.0_0,neighbourhood,0.43,D,0.3394736842,FALSE
1114,1446.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.49314887,-113.4595989,DAVIES INDUSTRIAL WEST,10,1,1446.0_1,neighbourhood,0.43,D,0.3394736842,TRUE
95,1447.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.47401729,-113.4594378,TWEDDLE PLACE,10,1,1447.0_0,roadway,0.4933333333,D,0.3894736842,FALSE
1115,1447.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.47401729,-113.4594378,TWEDDLE PLACE,10,1,1447.0_1,roadway,0.4933333333,D,0.3894736842,TRUE
96,1450.0_0_B1,B1,,10,10d 14:45:00,10d 06:00:00,,53.46912852,-113.4624634,RICHFIELD,1,1,1450.0_0,neighbourhood,1.28,D,1.0105263158,FALSE
1116,1450.0_1_B1,B1,,20,20.0d 14:45:00,20d 06:00:00,,53.46912852,-113.4624634,RICHFIELD,1,1,1450.0_1,neighbourhood,1.28,D,1.0105263158,FALSE
97,1451.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.47182007,-113.4430238,LEE RIDGE,10,1,1451.0_0,neighbourhood,1.6866666667,D,1.3315789474,FALSE
1117,1451.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.47182007,-113.4430238,LEE RIDGE,10,1,1451.0_1,neighbourhood,1.6866666667,D,1.3315789474,TRUE
98,1452.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.4631616,-113.4618949,TIPASKAN,10,1,1452.0_0,neighbourhood,0.4066666667,D,0.3210526316,FALSE
1118,1452.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4631616,-113.4618949,TIPASKAN,10,1,1452.0_1,neighbourhood,0.4066666667,D,0.3210526316,TRUE
99,1453.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.46072409,-113.462334,TIPASKAN,10,1,1453.0_0,neighbourhood,0.2,D,0.1578947368,FALSE
1119,1453.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.46072409,-113.462334,TIPASKAN,10,1,1453.0_1,neighbourhood,0.2,D,0.1578947368,TRUE
100,1456.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.52541651,-113.440711,OTTEWELL,10,1,1456.0_0,neighbourhood,0.55,D,0.4342105263,FALSE
1120,1456.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.52541651,-113.440711,OTTEWELL,10,1,1456.0_1,neighbourhood,0.55,D,0.4342105263,TRUE
101,1457.0_0_B1,B1,,,10d 14:45:00,10d 06:00:00,,53.4255926,-113.4703023,ELLERSLIE,10,1,1457.0_0,neighbourhood,0.3333333333,D,0.2631578947,FALSE
1121,1457.0_1_B1,B1,,,20d 14:45:00,20d 06:00:00,,53.4255926,-113.4703023,ELLERSLIE,10,1,1457.0_1,neighbourhood,0.3333333333,D,0.2631578947,TRUE
7,147.0_0_B1,B1,,,3d 14:45:00,3d 06:00:00,,53.51487708,-113.4429069,KING EDWARD PARK,10,1,147.0_0,neighbourhood,0.1866666667,D,0.1473684211,FALSE
1027,147.0_1_B1,B1,,,13d 14:45:00,13d 06:00:00,,53.51487708,-113.4429069,KING EDWARD PARK,10,1,147.0_1,neighbourhood,0.1866666667,D,0.1473684211,FALSE
2412,1479.0_0_B1,B1,9,,11d 14:45:00,10d 06:00:00,,53.43971695,-113.4198469,SAKAW,1,1,1479.0_0,neighbourhood,0.078,D,0.0615789474,FALSE
2412,1479.0_1_B1,B1,9,,20d 14:45:00,19d 06:00:00,,53.43971695,-113.4198469,SAKAW,1,1,1479.0_0,neighbourhood,0.078,D,0.0615789474,FALSE
